frames_Epsilon,AvgRewardEpsilon(10),StdRewardEpsilon(10)
2674,-268.55602086369294,113.71028221412634
4414,-287.12216986260194,131.36301490645286
7386,-322.07827138718613,72.00504806220201
16281,-62.7186039808365,55.1805639544552
25166,-148.64473026094126,42.47163251002762
28309,-166.15542664076753,55.781752858709204
31021,-118.28114792242127,37.394251038566864
35451,-104.77492321508286,22.794835532023463
44082,-88.10082459598095,40.68508899552493
49625,-114.59459272753311,38.413619712215436
58195,-69.70343464315201,47.69961136888498
67324,-108.34524312167434,49.241431757001
73351,-120.50164575740885,42.73530202762554
81675,-55.56226540697439,36.86717403195764
91431,-68.6446762310236,50.722998992950586
101431,-31.8460760783416,22.32391395358781
110554,-32.8623872323116,85.8506418823995
118852,-50.218640253299746,59.45565018310483
128852,-33.30564504736616,25.117181238811963
138852,-15.074267488554998,24.74932147797281
148317,2.245128757259329,77.09222575466686
155936,-9.220445636862172,168.16374695092696
159116,-249.96959192136373,224.08689932346743
165596,0.08162483436982662,201.58811967102997
171089,34.021064398629285,127.54832311919813
171940,-190.40070829010835,45.243379871988644
173199,-170.66842451035023,107.10566486251163
174621,-160.92587074652616,84.60849514422885
175797,-183.79911022794073,73.58145180144753
176735,-181.0124168877799,102.49121393281747
177823,-220.21546715532676,63.16958738778207
178845,-114.26229368145997,88.24190713334106
180368,-144.77046745471438,93.06141131901508
182251,-67.47583441048636,96.84476344651993
186413,-48.314565223671245,151.25745692628885
190226,-116.15090361584824,69.41988415552996
193995,-105.59760924488062,92.68168466586646
197812,34.183783536430305,173.38332401557392
203168,-44.50486774811577,151.6677510650108
207739,21.970103219956222,177.89040602671363
211158,137.47877656012673,227.3509279000644
215030,21.238512954774926,206.04598062814455
220268,19.025643152459406,207.21966712256273
225775,71.31329088534213,189.00581215246598
232148,50.589571287933765,150.04803450201132
236867,96.85861040681478,188.01406811212289
242071,125.29028119945124,162.92240813955954
246720,231.06661293291012,46.368793953713244
249913,167.8682890627547,121.73781658359702
254912,187.36151839783778,90.20544302273733
259454,178.7615477854956,99.23931451623895
263245,215.0049423907887,70.06008353925527
267960,184.67595293931032,148.90973976083671
271725,150.12606217423308,180.97516905583228
275799,169.47930378112957,196.4684537074065
280133,165.09579657263595,158.05858832380963
284394,192.4782779085288,100.77662692249366
288163,166.28136161863236,108.5312426827906
292409,225.06549867576126,29.948597858587238
295785,202.66372008142832,58.95136626039409
298512,89.4599549098345,121.90254232562683
300408,2.608567707368901,74.83541630293615
302331,34.26500133990328,100.46968227630248
304556,94.01621908191852,143.61898893472673
307693,131.7561770002887,134.74648245047004
308923,-70.51731331756044,155.5005331024111
311023,-17.988614050928984,179.10149426093471
312719,-21.679807979700847,127.95530144271227
315674,-56.493285991788795,179.14696931180075
318371,-87.68691864901537,121.38807351759522
321128,109.24454595569607,147.05925810026227
323687,-7.753465376240934,185.77700416371727
328635,26.782454788782626,181.28066155157273
332998,-14.21815132714402,183.16596837094184
338094,43.45448669415333,164.1004736951558
344077,-27.938479414691482,218.47684579959625
350864,89.18251029847804,146.12006918501774
356911,205.38351717795513,81.10455925293574
362522,83.55568774280857,157.2146483111828
367228,221.04732227010882,85.94955108675
371531,193.023207726806,111.99518712397375
377256,145.37537078547905,118.5375794985352
381157,136.92835397448067,122.94584779017661
385622,49.00155964411936,175.48351297329495
388797,35.90871270243401,178.53483797482448
391816,149.84645419238805,139.79304697130482
395613,141.86084859877005,134.79161849510697
399412,174.4598871452612,146.59382758621484
403611,161.46154450252328,187.7481619705099
406924,225.25656347252325,97.72666831236194
411389,196.1597576126221,96.99734534094851
415507,200.63643001952704,73.37368752898043
420760,133.8249533732157,149.55328102479382
428301,92.56955093377852,124.99844105262807
434542,137.45510904103097,169.03773692675384
441165,142.36946270628533,113.90644264952458
445895,183.58792147639048,113.7912241638113
449967,228.8136313327863,49.07777031150269
454948,196.67644002097722,92.49059192281908
459519,151.1518988261705,94.82439897563602
463780,200.85244005467106,83.04686555092566
468108,169.93082774189332,155.6312038571815
471686,137.849935624692,202.1130189222323
476079,234.19195544740404,25.982238135784748
480799,217.36796711235274,59.35588420615658
486104,168.95020566686716,113.16152350852535
489713,247.03493202503137,15.747113715975768
492897,136.44012793701384,244.97309445923102
495793,224.52716380796014,76.08465604717992
499675,223.8043890509977,40.087897953620846
503080,238.39141916470717,79.33474812475693
506658,256.04481432038784,22.521328738373953
509686,208.47398270794656,128.96907287710593
