frames_RND,AvgRewardRND(10),StdRewardRND(10)
3698,-220.01434033697737,125.73452942529876
5049,-306.0834499235084,126.41626974511387
7402,-247.15182150344566,75.34476627881351
11473,-213.10328371107965,114.7539257494105
14778,-139.50192887907298,103.85605777198454
18904,-174.45858492562314,114.3935502442431
23770,-172.89365529222096,51.64814687216802
32260,-134.91113863613302,73.00083514899796
39674,-80.67434533867211,47.89661299812
48871,-71.39305290504348,34.93941002371362
58871,-76.00874173375252,30.245473747648184
67978,-44.99936046394584,23.196954669676018
76223,-53.80206376920188,42.49300429022482
86223,-56.26298753158426,20.231811913482755
93408,-116.92773521936579,130.71561680910258
97010,-176.20591028870948,129.04237021509314
104523,-66.06730534314897,46.67272307804354
113588,-68.01387221647174,65.46507590246172
122702,-54.58740906739433,48.68294718047175
132702,-45.152909077359276,19.57122052853103
140331,-68.17523570265735,51.81296774588774
148634,-68.50290791142399,67.78296883953388
157771,-42.97235122282086,51.2509036827402
167771,-26.564084061910354,19.16016430135371
176244,-106.94738645269459,63.66194488119152
185270,-81.71909497453683,65.84524782339896
194462,-33.31337071911752,38.12720701287144
202252,-49.28439274302243,37.75699666225512
212252,-10.247848215785108,17.75887565050813
222252,-13.065287751363897,14.560813904316698
232252,-1.8440178316036622,26.444087618218155
242252,-25.78868619101476,24.860240899978002
252252,-29.09372704294292,22.890715381843748
258269,-142.42094454608554,102.8259987378921
262615,-186.69277524477087,182.58569212196517
264773,-239.49125960435973,81.86239895508814
265883,-202.90907343110226,73.08575632539517
267772,-182.41056722228882,92.50702860811948
272348,-195.64718473006798,103.61515090305468
277210,-136.13893350043327,87.92785254363028
282538,-130.93414944653946,104.640305117727
290056,-75.66347524683513,75.93935530827589
298503,-44.394645087802715,95.5453751547672
307342,-48.25943980635781,99.09008746688293
317342,-38.741445824048306,34.76647441142879
324897,-55.21176238846634,51.149576186980525
332834,-89.68542317060196,98.94064087932912
340611,-100.3051203938688,88.27404220527107
349932,-18.486833358888532,15.673846743126768
