frames_RND,AvgRewardRND(10),StdRewardRND(10)
2462,-295.46865244957684,100.55516972990696
5559,-324.70072873296476,117.80760845493826
9666,-203.95926490881746,102.33510109069047
14293,-101.33768591450408,164.3685072419191
24293,-118.79452513538585,26.52213145449961
34268,-143.58725510727976,64.63414278032644
39192,-126.1803012337623,68.68979303802985
47978,-69.07693167342423,46.16746849426235
57978,-51.19146735781466,35.200364012562716
67077,-54.855729311732865,29.46303275911666
75241,-55.069794282160615,25.383929638893058
85094,-61.81253689874709,40.16556634363571
95094,-22.728214763961983,14.713668955356354
103375,-43.54425113790006,48.63785558665761
112006,-100.04089769926048,133.17365792067173
121688,-44.18790856153428,48.842582791818685
129972,-47.14699697336712,36.25755948661544
139111,-56.60835700544548,10.64604498096099
147026,-97.01646616597165,114.24718214998155
156213,-40.44842276413763,72.08545822705221
164469,-53.76582012713582,47.16397202833251
170944,-63.262209759340955,51.976865495201146
177525,-55.9919431830668,51.88333892682794
187525,-11.279142830423577,17.758879888952848
196781,-39.03175103929666,76.31649505368054
205992,-56.2438215383374,114.4617106882074
215992,-17.293957468119793,18.249113194467945
225026,-32.23527209272299,116.28147350281708
233711,21.457268455709123,52.25328399189267
240973,163.93274672122732,70.68002110374455
246933,180.10115635612632,44.74721454817845
250728,-45.964201264284625,183.40925477931344
253791,34.77591113004729,148.87469713330123
255868,-41.28437865986998,89.99746960469902
259297,10.678786505592523,85.41776592428504
262574,19.23242375439257,182.77087408441696
267435,90.30711253268922,164.87307058978112
271115,45.489705093087295,206.83079718524348
274268,58.287264811874095,160.25788766905524
278715,-65.66396960657792,215.6875031491984
282901,78.2823715932519,131.45181495300417
287093,51.03124874160803,217.72474535254682
291027,159.78246614592553,82.3626475235088
295871,48.89848247771893,181.28637461704267
300629,91.13902809982004,177.96780362513758
304640,158.00341215585422,58.682632362857596
308389,154.64135623695796,78.37629254023138
311832,87.04678266024197,198.94689686231567
315195,124.62998048257165,152.9560521076192
318822,63.234103822432374,161.89979598627679
322030,102.52253651337568,166.67406716114675
325571,164.58281916475718,176.15522366915968
329104,215.06721846210857,76.53286661218364
332931,201.8576935581095,96.08908419700573
335214,100.82860108273293,128.55007038389067
337267,-30.209440814025857,70.99460623994973
338892,-65.09672089473821,78.44574107542076
341752,140.57810764843046,141.37228855126114
343708,39.87063154809656,175.7300587178588
345640,24.68197847583277,182.69454646451217
347879,114.57584835321977,152.789954913271
350098,83.52447349348674,172.6490810564988
352347,61.706054076950906,157.31105396198762
353946,-55.95646529762216,82.96096748443152
357014,2.1852564346065173,152.95120087603132
361582,177.54207039536013,58.75497280123694
367079,196.51378402341143,44.603538661727306
370194,81.22280410742823,178.29905681549116
375230,172.25205329518127,109.19092753795746
379236,147.41451699361926,131.07674430057637
384346,225.72699638178938,29.546553204705695
389830,213.78358958487553,51.33638127588879
393606,230.93784852980966,33.33611477837853
397015,136.11202611432654,126.80698505884138
400812,145.91124279016884,112.77531308634288
404494,15.139971920619754,163.55455933180633
409787,119.82206096339664,176.02217231256748
415387,137.82069288950262,109.32077050651645
421200,167.2991846889991,91.76857211281171
426480,137.4899217393584,88.93028228604042
430357,229.9914643832044,30.019900857368274
435085,243.80631310841045,19.931496127605428
439555,206.95336171097046,89.71448219989378
444114,183.13174532222058,99.47122092252872
447728,121.24619316193989,196.5284034329545
450146,25.84347385198705,193.77543575656722
453565,144.12429889770894,164.51424428087861
459984,61.337827119440206,141.13926909463427
466272,134.98186263825733,134.4729980518627
469836,241.97144534239055,15.998049830754681
474664,206.19106823042003,95.62893974077708
478617,221.24873117933552,60.269254777349275
482855,182.94277819151802,113.82803689559859
485661,125.65883491629306,153.5133118681243
487970,80.8314035862802,147.84116786820877
491250,110.7736960116536,247.07397188528736
493668,126.9839654395764,130.95369074338106
496916,73.51594099500713,135.37697459726536
499861,162.69612695855346,131.19329873468442
503061,86.2436606994191,168.7288362513216
505952,201.14047427938982,124.66414094699716
509030,189.85944314103045,121.60669290357788
511949,157.84645645325827,143.58928178466854
515965,138.75750789774995,210.07386659720845
519723,183.0910434114155,119.72030247618636
522087,201.17244056059263,117.3584015945527
525595,160.5456268926413,158.95689015092583
529396,90.72595402539329,128.70911085420778
532719,145.40515955068264,115.80896975075507
537531,155.66988225932954,98.32833269740058
541861,156.14748549753,121.45514188196546
545669,158.04699949913052,116.49674247958279
550847,145.98366663213497,119.25283320258731
556127,222.50099431290386,41.321735526860024
560020,199.6638835121474,106.39909464093252
564960,155.10112653300152,168.45748497709323
569560,117.42169483306559,171.31058033477274
574552,130.11605845238637,203.97565231578102
577173,175.92584521312756,185.18907758712433
581856,191.90019080973465,132.83672867489284
585427,124.32141615782265,214.85478351669752
589315,194.42112578810867,140.73759384748584
594335,146.88982958027387,177.92936091804407
599181,136.95394746355547,168.89192765136866
603039,196.95129378086935,160.55112557346493
607986,44.572282660323175,215.1884840369714
614416,94.37145549540352,149.4928540498111
620761,117.15226726535181,149.4766312501812
623813,134.94883373253293,125.99724874372049
627391,162.85994666235152,143.8205597109726
630838,199.56991339715063,102.98897243317127
633208,120.18710215918887,139.0017460149203
637374,116.66044470127659,140.0121242271718
641046,247.3459744890687,38.36412534792154
645580,236.56479351201398,57.660194932005446
648830,213.19396489434138,120.20776628349404
651678,267.16611971363426,22.4132131649953
654454,221.01599754318673,140.76479475789105
657666,232.10048250333466,106.39836171645292
661314,252.42900956354134,32.86112017627956
664537,218.07992810268894,123.657268946189
667657,228.7456077795201,89.75609858014707
669949,188.74919192359806,166.40027619755938
672414,212.00194540072545,128.26366259351047
675475,202.7899513284779,117.73454898936787
679287,251.5597849434085,42.196568904364504
681589,212.9038306647319,148.2055599049599
683925,136.78291154615164,150.23952064361737
687429,25.797745465463482,196.94531530336698
690298,210.0138342534546,142.2397549930176
693585,198.7953759781311,118.8248753238537
696604,225.35840172066455,80.51933686475945
700050,259.858278300463,13.810921876417718
703080,269.912719211215,24.935704454400334
706296,263.81507993251955,31.251823578007233
708561,263.36169948419376,12.535094684914446
711068,271.68752141727407,15.777270052204965
713910,261.8930288511078,27.925041972734075
716297,269.9840921356225,14.864242911621512
718842,281.16004125269683,20.27207959016434
721736,273.09443028009156,13.474439907257926
724119,272.5105511502618,14.190028010723028
726747,280.1072196567419,20.828198348408865
728749,203.51627651588404,102.52092782916463
730786,271.9172745770321,15.306668772940078
733093,244.25870248906796,68.7969265074334
735143,228.81969731250075,84.40691863814891
737395,256.0964589113171,81.12595353946476
740184,228.39083176188788,104.98835434185347
742641,251.85257656598657,74.30293694746125
744968,208.60665013988768,126.40930576926885
747309,133.87551224216915,164.4283865734911
749245,138.0128480526948,163.03190155961937
752266,117.96762929015472,268.19216769015844
754839,187.39738963152018,237.5692161092899
757369,237.13684350694388,71.79393769767806
760252,49.482738486257674,200.2570906472464
763108,130.05697315871868,162.30703196697002
766295,244.04235755293183,20.10007343880873
769135,238.21289600911686,93.79380480141869
771521,205.2349823390754,146.72892131645057
773892,84.42185530191486,234.82514386023064
776534,217.92096832116084,130.28148814513492
780032,164.27075460725493,264.55279936883545
783011,262.74926092436584,13.613891486969301
785737,258.71485727165253,10.94719749974111
788487,262.05254449813026,15.99469426415393
791095,230.9884653056191,82.82127569957757
793953,230.94428362971172,79.17289365851465
796899,225.69103804891387,75.59750899920074
799932,241.4565753640884,63.26578249326156
