frames_RND,AvgRewardRND(10),StdRewardRND(10)
1797,-258.3396905017325,98.02719709338137
4537,-269.8001542212285,83.81693577500435
8695,-223.49932448391263,118.34373629289293
17494,-147.353735100734,28.109022633863027
26102,-166.42123880115872,31.674888760558794
34760,-153.09432762444285,17.114720092132746
42079,-144.31973263196434,43.16177995226499
50227,-130.2187313583677,36.94303423245034
56442,-107.77903765319311,91.16019367359104
63794,-163.63894979865998,91.01206970526144
72295,-68.22716512234025,79.23104159958334
81601,-91.36541380824178,123.68314987787271
91601,-48.48616283058582,23.31491019077275
100826,-59.56692433573606,77.12450210654939
110826,-26.399125016796212,14.997931956659894
120826,-30.792463069789704,22.470835358761118
130254,-6.412766311799585,71.48900512893084
139086,-3.5937545109324205,60.19188650265262
149086,-16.771678631023256,20.140301821730805
158278,-5.551511540820977,75.86748002785802
166168,84.04720274903964,104.74895024561982
169876,129.61051241164063,127.09994168216906
173135,151.905665376541,104.01847340371043
177209,123.97326335182417,115.17223440222504
183169,80.15988977793108,136.50301057334087
187169,22.49792170767041,242.4362813204845
191782,106.24502857486475,195.94344824134456
196910,195.03628715549266,73.50596644193179
201508,188.3245862507037,98.04231274022712
206279,176.59467973822228,104.60843001437219
210554,212.74107058904536,68.79349302753968
215655,202.12658394165732,45.11300177506736
220207,140.75562850475222,135.788572603868
223315,147.17594375084695,113.72706584646863
226042,123.70488976887566,138.50534779912007
228191,117.69210830092034,160.96652906212014
231736,234.27026583503206,38.687707744753126
234476,167.81687595473878,169.88644397824143
238183,151.68912394089054,152.66688230919894
240996,223.39137727199392,93.94835176241592
244701,187.08710517217273,113.8158842061515
247581,108.40884463378059,140.1969371547777
249931,258.2989622311276,16.125604002111743
252701,239.7297840195767,72.7764332344632
254798,51.235748476113145,173.72053657948854
257351,14.46569838778841,203.96016384285159
259656,230.8747065659558,81.79259743147277
262015,132.77603273284558,187.77513815883003
263944,108.96052409601069,168.8000599248617
265968,85.53672755489427,138.32113351239107
267992,109.56554118611157,190.9385109168748
270215,223.54007365250254,78.1761583823335
273724,238.16853630417364,32.91621844516403
276233,277.2982476481562,23.667978740393323
278928,257.51144664494547,14.595137326855733
281791,264.0931099376602,20.54440730643188
284318,227.86877985964162,84.73850729693439
286566,240.73215696402121,88.18171204967236
288830,236.1385170132474,97.26217664180177
291842,241.13129531934243,84.95294560276868
294018,239.42770534956588,105.07796350536452
296373,235.6111975318924,97.67271821508585
298199,130.10133174896006,244.55440088060826
300337,259.7019377441627,22.603261975672954
302788,191.86347479851034,155.64065176048086
305291,96.17781244472987,210.532328844669
307873,137.4081717751992,253.84945063715705
309966,166.9474542835997,181.7896419908673
313152,151.90794399321172,209.21556199561206
315216,120.27922796229413,188.46599601915642
316802,73.20407425948773,196.15146723609487
319788,16.00278891952563,176.00457355452477
322073,176.21296649558002,170.20662009960066
324786,201.90380292344656,185.2460344596103
327238,229.11957901738418,65.5969737142233
329753,207.08308004630857,136.46004400866252
332515,262.22145778873596,13.274539162230953
335835,214.50965875082784,84.38291707163309
338652,249.17742866024219,32.72449784291737
341896,220.27004891934604,145.26801103295148
344421,254.38965319869695,29.392639734168863
347051,223.83417578211052,96.46657741082544
350106,212.91716781098248,140.6904695817927
352747,264.2474462188861,28.12257146919368
355254,209.13936941815035,137.83102995687705
357738,250.51962041064917,25.146373604256425
359932,259.17324802249215,23.174783297720705
362359,258.9801319390213,21.827042018640494
365501,249.38027103273052,29.19382285836598
368134,256.2738098338444,23.707381528921253
371141,220.8456240560409,84.9714834589188
373488,215.03095150019584,137.23952724496345
376701,244.87513125639958,28.997106745526136
379247,204.68259393286093,121.39323403814663
383558,217.4783343762653,129.1716686024203
386319,256.09743699829835,32.88800501483729
389221,224.66803848980854,71.80305522115442
392077,243.94800813902356,25.754259345703687
395425,250.34430198838749,24.128500625675784
398091,197.1442827954672,105.42225690753486
400208,200.79268768164778,105.92961834655627
402916,184.32104107160825,99.51526846332513
404981,156.34152064313602,130.1152151395805
407077,73.80242556506656,240.2325996578312
409930,206.81765990607943,105.280824424211
413257,252.2690720142295,21.96284699310203
416346,231.13686255137281,72.6657609022031
420120,191.33441883324403,109.80799255003568
423919,218.61117399792312,96.95898051319217
426718,172.93626186133199,166.83190284187359
430157,177.01193618969663,134.2897744065511
433949,203.23750913222776,93.43738796234281
437031,262.32113044141954,23.130585797502167
440037,157.80995212992087,191.4065699845267
442688,223.1936960048011,108.35710298848979
446139,188.7110125586154,151.1948483361037
448944,229.10838048032824,72.83878205002578
452354,214.44819577398647,118.7674051883234
455785,244.2886064629256,17.327364765638663
458823,259.9036716904044,19.083069783945422
462411,246.07971009813073,42.37043829088577
