frames_Epsilon,AvgRewardEpsilon(10),StdRewardEpsilon(10)
1074,-202.6810157025979,115.39667798939658
2254,-408.29116625077774,290.01203059180335
4810,-177.6358452075096,120.38024998533858
8784,-283.754308827264,113.88667825462021
15479,-182.82995324196878,98.86589928149735
25114,-113.44010743587073,33.104334603880865
32865,-119.03510348703358,32.455861001947845
37490,-140.7304720324658,46.71084353515955
44264,-105.6194290669628,21.839279811299683
50682,-105.69846919510269,32.95458921736953
57507,-93.97827269860238,31.590730831154563
64199,-87.6438050160538,21.901123851688883
70752,-97.750176219954,63.24633604173472
79929,-64.87108658712907,28.53855077596077
89929,-81.15979889653595,19.375405971505508
99929,-70.89448406691957,29.976363648028407
109929,-44.08698672450507,32.24116442538984
118863,-53.938814987888875,99.39616870742485
127623,-104.7961166183022,145.8701811685746
137623,-29.261501481847013,18.673756615249538
145168,-106.6783581667069,155.4633591289285
154292,-41.61548662385887,68.69204996625261
163394,-41.40611781238211,106.09300872612208
173394,-10.306114720090175,17.23177808063483
183394,-20.6072845733433,12.287563727716634
192953,51.98112741070186,74.5575204090641
198674,95.69786958848813,143.27771401451346
203112,54.03366326536434,160.67312579034007
207864,62.22595158593231,136.47905516297257
212139,109.6929195369673,162.7590272489402
215621,175.54231745116692,129.29323011071023
219562,214.26982761326516,66.61849161118732
222861,201.9269889584882,136.1341713771705
225600,57.98595488821693,151.1308067458412
227847,67.72212476975092,152.8156540889302
231811,33.740674785430755,146.76639352590027
235324,89.82253896679786,120.21876871921603
238743,99.7469135536788,148.81808339679327
242298,123.38004230631797,131.8065373746836
245571,190.56397526385385,101.12715472944274
248981,122.16576508460722,132.1352580298868
252020,102.45535199278974,161.010072954445
255908,126.93258259125238,116.08405979984217
259210,138.7419200274076,137.6807504252312
263006,138.54137955262337,132.95945920848143
266944,153.54561191444196,120.9553925943827
271588,161.19736475556886,123.99337733461678
275120,67.10540172160839,224.58411003491932
278959,212.3704143126544,74.940015509663
282530,187.84272742677652,124.3141379668002
286583,72.26298337159486,195.80050231166953
289643,29.56214332111559,180.36488673042152
293142,96.93279885030957,191.20979738254331
296968,131.23264557305865,150.46047831182852
300775,42.770816100200754,158.12903587862525
305265,92.13132206958822,161.15758118930532
309864,178.68398840458687,99.76938206878016
313827,168.76075726223462,125.37480613917455
317610,184.0393675656383,76.29415215823235
323200,214.96246956991718,35.83998987003077
326359,215.61833713080546,84.51572632916042
330471,172.3838887940322,144.40504523652248
333040,175.93885728765605,119.65814410787034
335689,203.21512244947257,98.40233545053954
338558,176.09442127077926,112.24002571713591
341924,209.424440842302,128.80623329745242
346790,23.312234943562007,214.51654446824088
349951,155.94674929942587,135.91114442188763
353506,122.96229614060039,180.91873809757467
355913,114.82725456095898,178.21932141351385
358700,194.63586692146959,102.33147130250708
361789,233.17562605063563,29.784441899490705
365329,145.2574841023847,203.14876284699702
367869,233.8875944223476,78.82305832808684
370218,184.05048341355607,193.11605103880132
373007,243.60035498290114,17.08492173058513
376248,217.9738304962822,127.3977660226837
379274,197.29155673147804,133.4128554724581
381871,225.7726008761046,66.49074685963012
384965,241.05553006630004,26.785985125128942
388502,138.4380323353049,232.21641338537322
391102,217.6276365094477,102.31776058091965
393393,235.6124614968685,80.38482925482892
397188,202.61036566087827,127.1710298673914
400004,243.52434839634884,32.19948504308522
403159,238.21609766078328,41.974540267556335
406187,211.7361995212312,112.82244633793574
409314,256.9561807913597,20.392190292264335
411569,259.51398703137437,14.714641720037541
415059,262.23438901350596,18.84012873151358
417821,252.81814659316487,10.301935658901286
420723,264.67910800962704,18.010535028128306
423179,270.6476559142329,24.484347508039733
425844,262.7732132166736,19.613972077715562
430601,239.08575610340478,31.741953925505676
434416,226.58114570479665,78.68457561516769
439161,214.5534320898324,77.03858963545474
442989,221.2132016703568,48.550383169353594
446518,91.70373779183149,175.5546523345987
449943,188.05145212842461,180.7207760444177
452601,248.79623217897716,11.457631001896424
455287,228.08054663772555,69.70597482511913
458250,201.21973101755066,122.72026392292872
461203,194.6680225870257,101.03456609661437
463872,185.69894497577053,120.41929222842475
467017,209.0606687123477,154.96729367143513
468409,-224.8662445301023,300.10096189077717
470156,15.891132816652302,263.77187941361416
472650,-75.97541192989414,199.7399616092674
474487,-98.18324947122143,184.7978915816896
476185,-45.068598138944424,240.77174783288925
478207,-15.55295903517479,229.103764716937
481531,76.0673467671709,213.11811799658398
483304,-59.86970027651556,233.62660226619712
485660,-76.41030042168788,362.5415594118054
