frames_Epsilon,AvgRewardEpsilon(10),StdRewardEpsilon(10)
2052,-161.17639899013597,106.76885559077999
3820,-171.49785899818363,113.2715497818382
7344,-138.35315711871866,161.78522165038055
10810,-164.56107706748378,54.563778617391506
16113,-170.07349152385467,79.11135882279204
23294,-95.48380262852966,47.000240036991556
32083,-94.2282582557714,33.86412298637161
40639,-50.730127430306105,78.12723516532108
47408,-56.09743784549064,72.31861755614017
56554,-27.090324528059323,51.26517636408368
63985,-78.12863811173445,56.78257690537315
73095,-31.7110537322131,37.964606373468314
83095,-21.78743156652751,28.864413386379624
93095,-35.26309484520351,35.925687611002516
103095,-44.43125009632655,39.45588343673697
113095,-7.284777381997341,12.652385023576082
122505,-43.2252465976395,144.29719425310805
130851,-0.2518871324805311,30.854193367277926
137962,10.932648912341644,74.33021699368835
147962,-4.071441117998023,23.03237398748483
157094,-15.073795156199633,20.969199034828677
164195,50.78877680559837,104.86358528018407
170456,143.6631449617334,82.4856440285052
174519,144.88615914206326,183.29387059854292
178353,147.07080538256884,147.69367402826532
180522,155.32796195266192,115.78386953609922
182575,168.37611196375255,118.29541491565702
184669,145.2626092981548,132.3366474689017
187038,156.30940274593775,120.34355925715556
188962,192.6518373374426,112.79470754481845
191111,240.21564785986567,84.81857903653007
193496,201.36455734102742,118.5956437607182
196047,207.40166528072956,142.58784945141255
198260,270.5132436940306,22.503441670348916
200992,173.795645418049,168.7169476717353
204341,169.73746630161844,166.19307591344233
208448,143.71817368885166,183.81296983373346
211601,202.09427371378834,119.0974979414052
214413,191.3302916849583,99.16784896865947
216817,155.6306356867151,124.83805147796589
220673,242.6042147431951,48.792350058641944
223861,219.36056916722174,83.91934250767046
227328,229.3140547629085,75.20070908467126
230042,137.37677685813622,129.41926040819502
233125,188.89721455633006,119.56158256445244
235340,208.91447012787162,111.50877099508239
237990,267.6827967457993,14.243476558335919
240154,183.83276343078722,128.71030038594895
242926,267.68768636607786,23.750812662421534
246038,229.35675292274055,95.21325489998935
