frames_Epsilon,AvgRewardEpsilon(10),StdRewardEpsilon(10)
2333,-285.7246957178867,101.72750603417887
11616,-95.66086852062283,49.226828610166386
17275,-228.9115909134684,117.15179866927444
24372,-83.6276108193294,53.86643793428983
34372,-83.75836606508548,31.215305371498435
44372,-106.12244470070395,18.23488202495729
51778,-114.20256132807424,44.059040116106964
60377,-87.07204157904101,51.79053951871289
66728,-66.59443269132069,33.47561532806428
72225,-78.26632289965522,41.39634014035613
79592,-61.02386456075335,69.76391868321618
88078,-7.256588403343389,71.60307072742302
96270,-32.68822423753419,47.58313195761514
101686,-134.63368586753043,90.5732058939292
109602,-114.08043986492916,110.4379458238589
116033,-96.96548247653489,111.6263225761421
125668,-44.64619668698914,35.22100483212133
134995,-52.70319650170315,38.714732492337205
144115,-76.57643667519457,76.64704181857141
152553,-53.567607502954544,78.85134350679684
162553,-13.8338688181668,33.31427042581166
172061,51.661564411192145,83.55985130033658
178730,96.42641941482684,124.35432064843992
183426,112.9775267750226,174.28416678702237
187142,-56.0725393400776,220.1368811000081
192077,-55.9883056407631,170.57869957195632
196642,123.330103624564,194.69133773557738
200838,195.62674598912324,77.25382833694538
204723,138.20158162553415,111.64488321405473
208293,167.27063405550467,168.3739935504292
212630,231.63967492949686,35.79453761537706
216823,201.0758552044591,92.56188818460792
220638,246.6076133690094,23.536003584459372
224777,239.98824001215795,23.59549388945127
228792,87.67610144954809,210.1596155976345
232629,122.56046504736506,214.93905378289125
235927,114.86165275018686,184.29798055819992
240257,124.498510187981,165.62119855762447
244085,175.8712197926987,115.22322894620918
248468,67.22009041240251,112.71507347997424
254091,121.74755659258544,137.58235568497977
259294,34.902669720992826,205.71250890279174
262290,70.48851870461348,114.24377551397464
265783,49.5389951574533,152.89797387987164
269483,13.740506097217098,184.34860004212538
274670,-42.09632214735389,246.47805528913364
279430,159.6176141473604,129.56950313303142
282097,103.58074738600973,123.73108616164065
286015,158.41184278986356,196.5563942082534
290720,-47.14688271178382,220.51393863712028
293890,160.47861742444405,100.8040045250401
297256,123.36818241013916,159.64167359128152
300236,67.62142265963297,176.20311094838132
303559,153.75786122477618,140.37353001842337
306948,162.26293126235927,154.82972833588283
310453,219.12597715499942,84.99759576853477
315095,66.92401855455876,178.65572458654984
317915,84.73962421166104,182.5448368798921
320116,73.23004716464894,141.28790359482556
323244,24.96370704352723,199.0934790041977
326652,-42.52129885588956,207.74294666455316
329092,72.9320560011947,156.2879397613323
331793,75.23968858930262,175.0004377399996
333652,-48.3523338751922,137.10328530604937
336418,-103.04217906247261,252.99731323267727
340143,-7.963972022851971,194.38100528814127
343539,45.06411361469968,129.81370720277224
347010,45.11433329684708,146.14927852395164
353100,50.72920091292654,162.74767455787276
356293,250.38239470411327,23.387883146887795
359108,240.3104120785581,67.09090788844762
361967,226.26234711212038,88.00195902685404
365089,259.10295092401896,16.707140482665874
368335,262.2277991177379,7.190839850072363
371375,225.54291967404183,60.383190785574584
374459,253.5637688892648,21.12077788803511
377250,178.67038015934475,111.15016987220137
379904,195.43646015863732,96.98792868536547
382474,160.85859629766352,121.55985453162603
384486,72.90476091582113,171.8597483806447
387065,145.34182342032688,137.5288430259386
389786,111.12876224375975,122.3632218801134
392587,241.1865298147609,82.84812056833127
394973,156.1896781160553,109.04717412739073
399161,163.24137557781765,113.19448371310216
402811,258.2077803921439,19.678736342775917
406284,112.31512479908777,164.59745938527928
409028,173.83997364459478,139.86595517489883
412044,198.98120487243227,136.5350981601199
414564,199.06550208753376,112.32777279197656
418088,239.58981476149665,41.7103853793099
422027,203.74147985382726,156.10437444950315
425254,148.24430369365584,177.4569363375556
428445,191.5805705234821,103.58045211187532
431863,138.84789910456394,116.67240944193661
434553,104.71975906057546,166.58815350699143
439104,246.91334651250313,27.17136394782641
444834,75.4430929269964,168.61166722467632
449257,222.81210192559098,23.98183498750199
453180,228.84557655255907,36.92234178703308
457360,212.9990436677204,86.89450312853322
462012,195.18413592526127,121.94186025941235
465338,167.95998992487074,106.9836517109325
