frames_RND,AvgRewardRND(10),StdRewardRND(10)
1269,-292.54682003574584,180.7553655749572
3176,-126.33216209494984,88.64492940403774
6529,-246.51475905734816,111.94255076978058
14025,-154.6394190809488,75.8243229153377
22625,-135.42077517390425,95.79077895214958
32435,-85.82046152889724,63.03912161826165
41603,-61.55162315347563,49.899972295436974
48380,-89.33970186232922,64.16748352295294
57493,-29.43973564471229,36.81573686718791
67493,-42.46457363115715,49.89554063469095
77248,-35.79575539308231,49.77465651942173
85938,-11.35406149382981,65.90161387099212
94426,32.14562409934349,93.1710807577763
103212,-2.8436272117505794,126.70717782359993
110219,-85.80754206665961,166.93097972119315
115373,-87.80643763951164,129.04608302147548
122584,-11.907617181513103,100.48955505883075
126199,-113.63912157949555,81.14072233564885
133643,-99.96772422452028,134.58026384639479
139777,-105.03648291807008,109.49321443607597
146585,-140.7447031825056,77.10655691304898
155812,-105.80568404976516,148.74351009453494
164511,-33.57213663409413,35.774188176341546
174503,5.125531001487299,49.42712191030422
182491,39.9477271150413,165.216851699422
187209,-180.76316349858428,229.2643221895885
193214,135.12526721737066,161.1380692502485
200315,27.85677770524749,181.63303374884453
206429,117.14180054464578,99.42942088625239
214100,66.07588637965073,90.41192084207856
219313,79.03723343660927,120.50225368926347
225253,146.83479762457233,114.13469047809706
230042,225.15858004269649,35.35503182539865
233552,182.8282464237893,100.83416436822343
236578,203.669305821838,104.80054705561086
239187,96.33047530948565,142.25436250634044
241852,88.91590905239079,167.63482909127595
244351,90.67062670452083,156.00499288986057
247251,125.12111117160642,161.93523482235068
250718,154.35221002563014,131.73231950548654
253903,186.99740009210538,131.84540574212912
257336,167.67155112722966,136.00852986941996
260285,121.4658359115147,137.53938467457024
263870,131.86404669323434,163.8834803140251
267391,194.68891216714468,136.52574719517645
270360,180.83467388109133,127.47568639512616
274034,205.6448014838008,76.72634957252994
277585,197.63576432202137,92.43646744264386
280413,132.14758353752504,190.77184904289638
284337,198.73906792726237,72.69583095761858
286777,213.08662850339888,86.98054785552948
290740,124.73736566174622,176.1767419925764
295118,3.9886269761963917,135.2159209516808
297233,0.5582220722458799,142.59690686763088
299254,18.4560542577838,120.71713002288745
301370,-4.590266948426416,106.96314800090636
304708,79.48111810364156,152.36815256986958
306768,75.8280661905642,142.42822273837345
309271,99.1368803834494,128.20959852906705
313280,211.43985362967328,85.30578691333248
316994,177.4908888168024,123.92905045026632
319930,243.92441263399442,16.384268203768343
323544,143.52826854664912,168.14715713879275
327915,197.99979679132804,92.87965398425229
331094,74.07532700691546,172.53725259204523
333564,105.66774559092406,228.45587128661072
337007,173.57011319842042,125.7780786618688
340714,40.86662494527586,157.25894812780462
343959,197.2539464579871,118.12333679418862
